# target,RA,Dec,band(s),freq [GHz],start,stop,I flux [mJy],I error [mJy],Q flux [mJy],Q error [mJy],U flux [mJy],U error [mJy],Pol.Frac,PF low lim,PF high lim,Pol.Ang [deg],PA low lim,PA high lim
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353+545,442.885,2009-09-02,2009-09-02,354.2,43.9,199.2,130.5,212.8,130.7,0.7257,0.2387,1.0000,23.446,-0.843,47.621
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,545+857,757.317,2009-09-02,2009-09-02,240.0,36.8,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44,32.803,2010-02-24,2010-03-13,0.0,0.0,0.0,0.0,-0.0,0.0,0.7982,0.4013,1.0000,-19.724,-32.242,-3.058
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70,56.637,2010-03-07,2010-03-10,728.0,67.4,128.9,90.8,39.8,99.6,0.1254,0.0000,0.5554,8.588,-81.040,98.464
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70+100,97.467,2010-03-06,2010-03-07,736.4,28.2,-31.8,44.7,72.5,40.4,0.0906,0.0000,0.2672,56.830,-32.029,144.531
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100+143,128.359,2010-02-28,2010-03-02,632.3,17.1,33.9,32.1,53.6,29.9,0.0863,0.0110,0.1895,28.864,-2.892,62.073
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143+217,169.318,2010-03-04,2010-03-05,592.1,17.1,105.4,37.9,87.0,38.4,0.2215,0.1108,0.3487,19.769,4.255,35.484
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217+353,243.989,2010-03-03,2010-03-03,567.3,25.5,52.7,59.6,145.4,61.1,0.2510,0.0719,0.4731,35.047,10.542,58.465
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353+545,426.067,2010-03-02,2010-03-03,530.2,45.8,-298.2,171.9,258.5,184.0,0.6647,0.1489,1.0000,69.537,44.084,97.107
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,545+857,705.627,2010-03-02,2010-03-03,555.9,51.2,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70,56.592,2010-08-26,2010-08-29,373.0,69.7,79.6,94.2,97.2,104.3,0.2243,0.0000,1.0000,25.357,-64.440,115.354
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70+100,97.321,2010-08-28,2010-08-30,548.3,33.1,39.7,47.6,96.1,52.2,0.1670,0.0111,0.3789,33.774,-3.132,66.136
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100+143,131.978,2010-09-03,2010-09-05,498.3,17.3,-44.1,29.4,43.4,32.0,0.1067,0.0000,0.2948,67.724,35.879,103.432
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143+217,168.866,2010-08-30,2010-08-31,467.8,16.1,-105.4,31.9,2.2,34.0,0.2133,0.0975,0.3525,89.410,70.465,106.563
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217+353,239.908,2010-09-01,2010-09-01,395.4,23.8,-78.5,55.8,9.0,56.6,0.1396,0.0000,0.5796,86.745,-3.166,176.651
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353+545,429.812,2010-09-02,2010-09-02,323.1,46.2,377.2,191.2,-37.1,182.1,1.0349,0.1817,1.0000,-2.808,-27.552,29.508
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,545+857,710.843,2010-09-02,2010-09-02,300.7,46.8,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44,32.891,2011-02-24,2011-03-13,0.0,0.0,-0.0,0.0,-0.0,0.0,0.1148,0.0000,1.0000,-62.587,-152.350,27.312
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70,56.749,2011-03-07,2011-03-10,514.9,69.8,-144.4,88.5,67.7,117.8,0.2306,0.0000,1.0000,77.438,-12.491,167.424
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70+100,98.207,2011-03-05,2011-03-07,481.5,24.5,-80.3,37.7,-12.2,35.6,0.1514,0.0176,0.3278,-85.684,-115.398,-53.132
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100+143,126.260,2011-02-28,2011-03-02,383.0,15.0,-57.3,26.2,-31.7,25.7,0.1570,0.0401,0.3058,-75.520,-100.102,-50.407
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143+217,168.432,2011-03-04,2011-03-05,320.5,15.9,-51.3,33.8,-70.2,35.6,0.2499,0.0568,0.4849,-63.067,-88.870,-38.599
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217+353,240.648,2011-03-03,2011-03-03,300.0,25.1,-74.5,53.2,-70.0,56.0,0.2869,0.0000,0.8816,-68.395,-154.313,20.446
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353+545,437.024,2011-03-02,2011-03-03,265.1,45.9,-73.2,117.6,76.5,131.8,0.0000,0.0000,1.0000,66.879,-23.110,156.830
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,545+857,714.218,2011-03-02,2011-03-03,245.3,45.1,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44,30.822,2011-08-13,2011-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70,63.332,2011-08-18,2011-08-24,1083.4,67.5,-12.6,91.9,-147.1,101.7,0.1075,0.0000,0.3956,-47.439,-137.430,42.393
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70+100,97.914,2011-08-23,2011-08-27,1038.6,20.8,-60.2,29.9,-57.5,33.3,0.0735,0.0250,0.1351,-68.161,-92.923,-46.747
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100+143,133.606,2011-09-10,2011-09-14,946.8,10.2,-52.9,15.7,-41.5,16.0,0.0690,0.0397,0.1028,-70.932,-84.344,-57.985
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143+217,168.279,2011-08-28,2011-09-01,885.6,9.3,-48.5,15.7,-40.9,15.8,0.0695,0.0387,0.1058,-69.954,-83.269,-56.669
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217+353,242.399,2011-09-02,2011-09-04,794.6,14.2,-27.1,29.5,-47.0,32.7,0.0570,0.0000,0.1769,-59.991,-148.707,29.943
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+143,138.190,2011-09-15,2011-09-20,964.5,15.7,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44,32.320,2012-02-14,2012-02-26,1270.7,59.3,116.6,79.8,-74.1,94.1,0.0880,0.0000,0.3077,-16.212,-106.103,73.515
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70,59.886,2012-02-22,2012-02-25,733.8,89.1,47.2,114.5,152.2,143.4,0.1523,0.0000,0.7677,36.390,-53.268,126.365
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70,65.704,2012-08-17,2012-09-09,1041.9,55.2,-28.2,77.9,-90.6,79.5,0.0561,0.0000,0.2967,-53.660,-143.560,36.332
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44,31.228,2013-02-17,2013-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70,53.347,2013-02-12,2013-02-16,783.6,51.6,-1.3,68.8,61.4,82.9,0.0000,0.0000,0.3610,45.625,-44.374,135.614
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44,31.403,2013-08-13,2013-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70,63.351,2013-08-17,2013-08-24,1087.1,65.3,12.9,100.4,-146.4,90.0,0.0973,0.0000,0.3706,-42.474,-132.048,47.300
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44+70,38.341,2009-08-26,2009-08-29,227.9,33.6,59.5,48.0,83.3,46.9,0.4023,0.0118,1.0000,27.224,-7.909,66.956
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70+100,92.940,2009-08-28,2009-08-30,628.1,31.1,9.7,44.4,-3.6,48.8,0.0000,0.0000,0.2033,-10.226,-100.216,79.769
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70+100+143,131.458,2009-09-03,2009-09-05,519.4,16.0,15.8,28.3,1.5,28.6,0.0000,0.0000,0.1687,2.638,-87.359,92.614
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100+143+217,153.627,2009-08-30,2009-09-01,490.6,14.2,4.9,26.7,-4.4,26.7,0.0000,0.0000,0.1525,-21.036,-111.029,68.938
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143+217+353,177.005,2009-09-01,2009-09-01,458.1,15.2,19.3,32.5,32.6,30.5,0.0397,0.0000,0.2528,29.689,-60.114,119.589
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217+353+545,283.577,2009-09-02,2009-09-02,378.0,23.2,5.3,50.9,72.9,52.1,0.1387,0.0000,0.5600,42.924,-47.046,132.800
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353+545+857,649.645,2009-09-02,2009-09-02,282.0,30.6,177.6,115.9,182.7,115.9,0.7937,0.2649,1.0000,22.910,-1.338,47.085
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44+70,38.726,2010-03-07,2010-03-10,181.6,23.4,48.5,32.3,4.8,33.3,0.1965,0.0000,0.8614,2.826,-87.091,92.652
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70+100,93.084,2010-03-06,2010-03-07,730.9,27.4,21.8,42.8,49.7,39.5,0.0439,0.0000,0.2103,33.134,-56.705,123.010
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70+100+143,126.582,2010-02-28,2010-03-02,635.2,16.7,25.9,30.4,60.9,28.5,0.0922,0.0185,0.1896,33.464,4.812,61.683
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100+143+217,152.015,2010-03-04,2010-03-05,619.3,14.6,47.9,28.8,65.3,27.4,0.1221,0.0493,0.2124,26.857,6.627,47.641
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143+217+353,184.182,2010-03-03,2010-03-03,577.2,16.2,89.8,36.2,88.8,36.7,0.2095,0.0996,0.3353,22.339,6.369,38.795
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217+353+545,276.701,2010-03-02,2010-03-03,563.8,24.0,47.0,58.8,143.1,60.4,0.2455,0.0683,0.4677,35.906,10.909,59.768
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353+545+857,550.028,2010-03-02,2010-03-03,540.0,38.9,-304.7,172.2,254.2,185.9,0.6552,0.1471,1.0000,70.082,44.629,98.185
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44+70,37.222,2010-08-26,2010-08-29,28.5,6.5,4.2,8.6,10.6,10.0,0.2610,0.0000,1.0000,34.274,-55.620,124.271
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70+100,92.690,2010-08-28,2010-08-30,522.1,31.3,45.3,45.3,91.3,49.2,0.1734,0.0183,0.3800,31.798,-2.411,61.990
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70+100+143,130.459,2010-09-03,2010-09-05,502.3,17.2,-46.3,29.3,45.6,32.0,0.1129,0.0151,0.2445,67.704,37.660,100.895
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100+143+217,156.254,2010-08-30,2010-08-31,477.4,14.4,-56.3,26.1,34.7,28.1,0.1254,0.0335,0.2461,74.198,49.253,99.924
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143+217+353,181.041,2010-09-01,2010-09-01,437.9,14.9,-89.8,29.3,-1.4,31.3,0.1922,0.0803,0.3303,-89.558,-110.284,-70.743
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217+353+545,270.717,2010-09-02,2010-09-02,391.7,22.6,-68.4,54.3,11.0,54.9,0.1082,0.0000,0.5487,85.429,-4.413,175.265
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353+545+857,563.187,2010-09-02,2010-09-02,311.2,39.8,303.8,160.6,-26.4,152.8,0.8526,0.1135,1.0000,-2.487,-29.102,32.305
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44+70,39.042,2011-03-07,2011-03-10,74.1,20.4,-36.7,28.0,23.5,29.6,0.4452,0.0000,1.0000,73.692,-16.070,163.105
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70+100,95.037,2011-03-05,2011-03-07,482.9,23.8,-86.3,35.8,-17.0,35.2,0.1667,0.0386,0.3270,-84.420,-109.432,-58.028
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70+100+143,124.901,2011-02-28,2011-03-02,393.4,15.2,-68.9,26.8,-26.9,26.6,0.1753,0.0577,0.3207,-79.329,-100.819,-57.473
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100+143+217,148.246,2011-03-04,2011-03-05,354.4,12.8,-59.3,23.0,-39.3,22.7,0.1902,0.0789,0.3262,-73.239,-92.187,-54.358
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143+217+353,180.882,2011-03-03,2011-03-03,321.5,15.5,-52.0,32.9,-61.4,34.9,0.2278,0.0432,0.4595,-65.151,-94.420,-39.163
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217+353+545,276.921,2011-03-02,2011-03-03,296.5,23.6,-78.0,53.8,-70.9,56.5,0.3015,0.0000,0.9090,-68.865,-113.815,7.227
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353+545+857,580.454,2011-03-02,2011-03-03,245.2,36.0,-74.2,104.1,73.1,117.3,0.0000,0.0000,1.0000,67.707,-22.283,157.591
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44+70,36.521,2011-08-18,2011-08-24,142.0,10.7,-6.5,14.3,-45.2,16.3,0.3057,0.0981,0.5574,-49.096,-69.430,-29.446
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70+100,96.652,2011-08-23,2011-08-27,1039.2,20.6,-50.8,29.6,-70.5,32.8,0.0778,0.0271,0.1404,-62.891,-86.080,-42.437
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70+100+143,132.584,2011-09-10,2011-09-14,949.3,10.1,-53.5,15.5,-41.2,15.8,0.0691,0.0401,0.1024,-71.195,-84.387,-58.460
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100+143+217,157.665,2011-08-28,2011-09-01,901.6,8.4,-49.6,13.8,-42.9,14.2,0.0711,0.0440,0.1016,-69.567,-81.317,-58.269
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143+217+353,181.716,2011-09-02,2011-09-04,867.0,8.9,-44.1,15.2,-37.3,15.3,0.0643,0.0329,0.1007,-69.858,-84.741,-55.371
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44+70,40.103,2012-02-22,2012-02-25,1071.2,48.4,68.1,65.2,-36.1,76.1,0.0341,0.0000,0.2536,-13.970,-103.861,75.993
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44+70,40.295,2012-08-17,2012-09-09,171.6,10.3,-1.6,14.2,-21.9,14.8,0.0975,0.0000,0.3584,-47.053,-136.953,42.845
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44+70,33.047,2013-02-12,2013-02-16,76.1,7.5,8.0,10.1,4.2,11.0,0.0000,0.0000,0.5146,14.039,-75.960,104.029
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44+70,40.120,2013-08-17,2013-08-24,209.7,15.1,10.3,22.2,-42.9,20.4,0.1815,0.0237,0.4048,-38.273,-70.079,-6.154
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,30,30.000,2009-08-18,2009-08-21,2646.7,60.8,-51.2,90.1,106.2,82.2,0.0297,0.0000,0.1285,57.874,-31.875,147.243
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,44,44.000,2009-08-18,2009-09-01,2314.1,121.0,155.2,202.1,-187.9,175.1,0.0387,0.0000,0.2917,-25.221,-109.140,64.723
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,70,70.000,2009-08-20,2009-08-23,1825.3,122.9,-6.6,167.6,167.9,177.5,0.0033,0.0000,0.3514,46.124,-43.867,136.122
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,100,100.000,2009-08-22,2009-08-24,1473.2,35.7,-18.2,51.0,155.4,57.6,0.1003,0.0315,0.1818,48.338,28.574,70.508
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,143,143.000,2009-08-28,2009-08-29,1146.2,22.8,12.3,47.2,19.8,45.4,0.0000,0.0000,0.1153,29.076,-60.806,119.035
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,217,217.000,2009-08-24,2009-08-25,853.4,27.4,46.8,58.5,101.2,59.7,0.1109,0.0000,0.3158,32.589,-53.020,115.998
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,353,353.000,2009-08-26,2009-08-26,516.1,57.2,-105.5,149.0,47.7,162.5,0.0000,0.0000,1.0000,77.830,-12.098,167.828
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,545,545.000,2009-08-27,2009-08-27,309.4,69.7,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,857,857.000,2009-08-27,2009-08-27,344.2,67.1,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,30,30.000,2010-03-03,2010-03-06,2471.7,59.4,262.7,81.9,-87.2,84.6,0.1070,0.0474,0.1770,-9.178,-25.456,9.249
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,44,44.000,2010-02-12,2010-03-05,2083.1,103.1,-91.1,119.3,306.6,199.3,0.1407,0.0000,0.4079,53.269,-36.556,142.567
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,70,70.000,2010-02-28,2010-03-03,1356.1,109.0,-118.4,150.6,-173.3,156.5,0.1054,0.0000,0.4514,-62.162,-151.992,27.833
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,100,100.000,2010-02-27,2010-03-01,1361.7,26.1,27.6,36.4,-51.9,43.1,0.0332,0.0000,0.1236,-31.003,-120.888,58.979
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,143,143.000,2010-02-17,2010-02-20,1013.3,17.1,1.1,34.8,-23.9,33.3,0.0000,0.0000,0.1084,-43.724,-133.706,46.221
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,217,217.000,2010-02-24,2010-02-26,803.8,22.5,85.2,47.7,-61.9,45.0,0.1194,0.0000,0.3031,-17.990,-50.784,13.554
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,353,353.000,2010-02-23,2010-02-24,429.6,47.3,-164.7,111.3,21.3,113.4,0.2834,0.0000,1.0000,86.312,-3.591,176.004
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,545,545.000,2010-02-21,2010-02-22,320.9,58.7,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,857,857.000,2010-02-21,2010-02-22,273.3,53.3,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,30,30.000,2010-08-18,2010-08-21,2336.5,51.5,-111.9,73.4,-32.6,69.3,0.0398,0.0000,0.1317,-81.876,-171.849,8.060
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,44,44.000,2010-08-18,2010-09-01,2015.1,107.0,-596.9,179.9,-443.5,160.9,0.3637,0.1748,0.5706,-71.693,-81.922,-61.488
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,70,70.000,2010-08-20,2010-08-23,1720.9,127.7,246.4,166.8,-228.2,188.3,0.1639,0.0000,0.5085,-21.398,-57.694,22.323
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,100,100.000,2010-08-22,2010-08-24,1365.9,36.4,27.8,51.9,45.1,58.8,0.0021,0.0000,0.1451,29.188,-60.806,119.085
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,143,143.000,2010-08-28,2010-08-29,1000.2,21.3,82.0,45.5,-43.2,44.9,0.0814,0.0000,0.2175,-13.892,-51.174,22.572
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,217,217.000,2010-08-24,2010-08-25,797.0,27.6,-143.0,59.5,-92.9,62.6,0.2031,0.0487,0.3857,-73.497,-98.327,-54.588
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,353,353.000,2010-08-26,2010-08-26,472.6,56.5,-70.7,139.0,-98.1,139.8,0.0000,0.0000,1.0000,-62.884,-152.820,27.109
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,545,545.000,2010-08-27,2010-08-27,436.6,82.4,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,857,857.000,2010-08-27,2010-08-27,263.3,65.1,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,30,30.000,2011-03-03,2011-03-06,2269.1,60.0,-3.3,81.0,-60.5,86.0,0.0000,0.0000,0.1218,-46.558,-136.540,43.417
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,44,44.000,2011-02-12,2011-03-05,1888.3,92.6,-181.0,110.8,160.4,159.7,0.1050,0.0000,0.3302,69.228,27.147,124.706
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,70,70.000,2011-02-28,2011-03-03,1474.6,116.8,71.5,162.4,173.1,165.1,0.0610,0.0000,0.4388,33.777,-56.153,123.585
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,100,100.000,2011-02-27,2011-03-01,1220.7,28.5,12.7,44.6,-13.6,41.9,0.0000,0.0000,0.1042,-23.466,-113.452,66.511
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,143,143.000,2011-02-17,2011-02-20,883.2,15.3,13.3,29.7,56.2,29.8,0.0563,0.0000,0.1579,38.322,-6.200,81.275
PCCS2 143 G251.97-38.82 a.k.a. QSO B0454-463 -- Quasar,73.9488,-46.2700,217,217.000,2011-02-24,2011-02-26,672.0,20.8,-94.1,48.1,-57.0,49.3,0.1466,0.0236,0.3043,-74.397,-103.518,-45.926
